"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
7509,35305,"2501009900","80","Other","1972-01-01","#NA",35303,"2501009100","10"
7510,35306,"2502000000","80","Unroasted iron pyrites","1972-01-01","#NA",35296,"2500000000","80"
7511,35307,"2503000000","80","Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur","1972-01-01","#NA",35296,"2500000000","80"
7512,59540,"2503001000","80","Crude or unrefined sulphur","1996-01-01","#NA",35307,"2503000000","80"
7513,59541,"2503009000","80","Other","1996-01-01","#NA",35307,"2503000000","80"
7514,35310,"2504000000","80","Natural graphite","1972-01-01","#NA",35296,"2500000000","80"
7515,35311,"2504100000","80","In powder or in flakes","1972-01-01","#NA",35310,"2504000000","80"
7516,35312,"2504900000","80","Other","1972-01-01","#NA",35310,"2504000000","80"
7517,35313,"2505000000","80","Natural sands of all kinds, whether or not coloured, other than metal-bearing sands of Chapter|26","1972-01-01","#NA",35296,"2500000000","80"
7518,35314,"2505100000","80","Silica sands and quartz sands","1972-01-01","#NA",35313,"2505000000","80"
7519,35315,"2505900000","80","Other","1972-01-01","#NA",35313,"2505000000","80"
7520,35316,"2506000000","80","Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35296,"2500000000","80"
7521,35317,"2506100000","80","Quartz","1972-01-01","#NA",35316,"2506000000","80"
7522,85104,"2506200000","80","Quartzite","2007-01-01","#NA",35316,"2506000000","80"
7523,35321,"2507000000","80","Kaolin and other kaolinic clays, whether or not calcined","1972-01-01","#NA",35296,"2500000000","80"
7524,54880,"2507002000","80","Kaolin","1995-01-01","#NA",35321,"2507000000","80"
7525,54881,"2507008000","80","Other kaolinic clays","1995-01-01","#NA",35321,"2507000000","80"
7526,110367,"2507008020","80","Non-calcined","2025-10-20","#NA",54881,"2507008000","80"
7527,110368,"2507008080","80","Other","2025-10-20","#NA",54881,"2507008000","80"
7528,35324,"2508000000","80","Other clays (not including expanded clays of heading|6806), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths","1972-01-01","#NA",35296,"2500000000","80"
7529,35325,"2508100000","80","Bentonite","1972-01-01","#NA",35324,"2508000000","80"
7530,35327,"2508300000","80","Fireclay","1972-01-01","#NA",35324,"2508000000","80"
7531,35328,"2508400000","80","Other clays","1972-01-01","#NA",35324,"2508000000","80"
7532,35329,"2508500000","80","Andalusite, kyanite and sillimanite","1972-01-01","#NA",35324,"2508000000","80"
7533,35330,"2508600000","80","Mullite","1972-01-01","#NA",35324,"2508000000","80"
7534,35331,"2508700000","80","Chamotte or dinas earths","1972-01-01","#NA",35324,"2508000000","80"
7535,35334,"2509000000","80","Chalk","1972-01-01","#NA",35296,"2500000000","80"
7536,35335,"2510000000","80","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk","1972-01-01","#NA",35296,"2500000000","80"
7537,35336,"2510100000","80","Unground","1972-01-01","#NA",35335,"2510000000","80"
7538,35337,"2510200000","80","Ground","1972-01-01","#NA",35335,"2510000000","80"
7539,35338,"2511000000","80","Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading|2816","1972-01-01","#NA",35296,"2500000000","80"
7540,35339,"2511100000","80","Natural barium sulphate (barytes)","1972-01-01","#NA",35338,"2511000000","80"
7541,35340,"2511200000","80","Natural barium carbonate (witherite)","1972-01-01","#NA",35338,"2511000000","80"
7542,35341,"2512000000","80","Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less","1972-01-01","#NA",35296,"2500000000","80"
7543,35342,"2513000000","80","Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated","1972-01-01","#NA",35296,"2500000000","80"
7544,85105,"2513100000","80","Pumice stone","2007-01-01","#NA",35342,"2513000000","80"
7545,59542,"2513200000","80","Emery, natural corundum, natural garnet and other natural abrasives","1996-01-01","#NA",35342,"2513000000","80"
7546,35349,"2514000000","80","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35296,"2500000000","80"
7547,35350,"2515000000","80","Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2,5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35296,"2500000000","80"
7548,35351,"2515110000","10","Marble and travertine","1972-01-01","#NA",35350,"2515000000","80"
7549,35352,"2515110000","80","Crude or roughly trimmed","1972-01-01","#NA",35351,"2515110000","10"
7550,35353,"2515120000","80","Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35351,"2515110000","10"
7551,35358,"2515200000","80","Ecaussine and other calcareous monumental or building stone; alabaster","1972-01-01","#NA",35350,"2515000000","80"
7552,35359,"2516000000","80","Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35296,"2500000000","80"
7553,35360,"2516110000","10","Granite","1972-01-01","#NA",35359,"2516000000","80"
7554,35361,"2516110000","80","Crude or roughly trimmed","1972-01-01","#NA",35360,"2516110000","10"
7555,35362,"2516120000","80","Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35360,"2516110000","10"
7556,85106,"2516200000","80","Sandstone","2007-01-01","#NA",35359,"2516000000","80"
7557,35370,"2516900000","80","Other monumental or building stone","1972-01-01","#NA",35359,"2516000000","80"
7558,35376,"2517000000","80","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated","1972-01-01","#NA",35296,"2500000000","80"
7559,35377,"2517100000","80","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated","1972-01-01","#NA",35376,"2517000000","80"
7560,35378,"2517101000","80","Pebbles, gravel, shingle and flint","1972-01-01","#NA",35377,"2517100000","80"
7561,54883,"2517102000","80","Limestone, dolomite and other calcareous stone, broken or crushed","1995-01-01","#NA",35377,"2517100000","80"
7562,55130,"2517108000","80","Other","1995-01-01","#NA",35377,"2517100000","80"
7563,35380,"2517200000","80","Macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in subheading 2517 10","1972-01-01","#NA",35376,"2517000000","80"
7564,35381,"2517300000","80","Tarred macadam","1972-01-01","#NA",35376,"2517000000","80"
7565,35382,"2517410000","10","Granules, chippings and powder, of stones of heading 2515 or 2516, whether or not heat-treated","1972-01-01","#NA",35376,"2517000000","80"
7566,35383,"2517410000","80","Of marble","1972-01-01","#NA",35382,"2517410000","10"
7567,35384,"2517490000","80","Other","1972-01-01","#NA",35382,"2517410000","10"
7568,35385,"2518000000","80","Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","1972-01-01","#NA",35296,"2500000000","80"
7569,35386,"2518100000","80","Dolomite, not calcined or sintered","1972-01-01","#NA",35385,"2518000000","80"
7570,35387,"2518200000","80","Calcined or sintered dolomite","1972-01-01","#NA",35385,"2518000000","80"
7571,35389,"2519000000","80","Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure","1972-01-01","#NA",35296,"2500000000","80"
7572,35390,"2519100000","80","Natural magnesium carbonate (magnesite)","1972-01-01","#NA",35389,"2519000000","80"
7573,35391,"2519900000","80","Other","1972-01-01","#NA",35389,"2519000000","80"
7574,35392,"2519901000","80","Magnesium oxide, other than calcined natural magnesium carbonate","1972-01-01","#NA",35391,"2519900000","80"
7575,93933,"2519901010","80","Fused magnesia with a purity by weight of 94 % or more","2012-01-01","#NA",35392,"2519901000","80"
7576,93934,"2519901090","80","Other","2012-01-01","#NA",35392,"2519901000","80"
7577,35393,"2519903000","80","Dead-burned (sintered) magnesia","1972-01-01","#NA",35391,"2519900000","80"
7578,35394,"2519909000","80","Other","1972-01-01","#NA",35391,"2519900000","80"
7579,35397,"2520000000","80","Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders","1972-01-01","#NA",35296,"2500000000","80"
7580,35398,"2520100000","80","Gypsum; anhydrite","1972-01-01","#NA",35397,"2520000000","80"
7581,35399,"2520200000","80","Plasters","1972-01-01","#NA",35397,"2520000000","80"
7582,35402,"2521000000","80","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement","1972-01-01","#NA",35296,"2500000000","80"
7583,35403,"2522000000","80","Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825","1972-01-01","#NA",35296,"2500000000","80"
7584,35404,"2522100000","80","Quicklime","1972-01-01","#NA",35403,"2522000000","80"
7585,35405,"2522200000","80","Slaked lime","1972-01-01","#NA",35403,"2522000000","80"
7586,35406,"2522300000","80","Hydraulic lime","1972-01-01","#NA",35403,"2522000000","80"
7587,35407,"2523000000","80","Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers","1972-01-01","#NA",35296,"2500000000","80"
7588,35408,"2523100000","80","Cement clinkers","1972-01-01","#NA",35407,"2523000000","80"
7589,35409,"2523210000","10","Portland cement","1972-01-01","#NA",35407,"2523000000","80"
7590,35410,"2523210000","80","White cement, whether or not artificially coloured","1972-01-01","#NA",35409,"2523210000","10"
7591,35411,"2523290000","80","Other","1972-01-01","#NA",35409,"2523210000","10"
7592,35412,"2523300000","80","Aluminous cement","1972-01-01","#NA",35407,"2523000000","80"
7593,35413,"2523900000","80","Other hydraulic cements","1972-01-01","#NA",35407,"2523000000","80"
7594,35417,"2524000000","80","Asbestos","1972-01-01","#NA",35296,"2500000000","80"
7595,85108,"2524100000","80","Crocidolite","2007-01-01","#NA",35417,"2524000000","80"
7596,85107,"2524900000","80","Other","2007-01-01","#NA",35417,"2524000000","80"
7597,35422,"2525000000","80","Mica, including splittings; mica waste","1972-01-01","#NA",35296,"2500000000","80"
7598,35423,"2525100000","80","Crude mica and mica rifted into sheets or splittings","1972-01-01","#NA",35422,"2525000000","80"
7599,35424,"2525200000","80","Mica powder","1972-01-01","#NA",35422,"2525000000","80"
7600,35425,"2525300000","80","Mica waste","1972-01-01","#NA",35422,"2525000000","80"
7601,35426,"2526000000","80","Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","1972-01-01","#NA",35296,"2500000000","80"
7602,35427,"2526100000","80","Not crushed, not powdered","1972-01-01","#NA",35426,"2526000000","80"
7603,35428,"2526200000","80","Crushed or powdered","1972-01-01","#NA",35426,"2526000000","80"
7604,35430,"2528000000","80","Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H<sub>3</sub>BO<sub>3</sub> calculated on the dry weight","1972-01-01","#NA",35296,"2500000000","80"
7605,35433,"2529000000","80","Feldspar; leucite; nepheline and nepheline syenite; fluorspar","1972-01-01","#NA",35296,"2500000000","80"
7606,35434,"2529100000","80","Feldspar","1972-01-01","#NA",35433,"2529000000","80"
7607,35435,"2529210000","10","Fluorspar","1972-01-01","#NA",35433,"2529000000","80"
7608,35436,"2529210000","80","Containing by weight 97 % or less of calcium fluoride","1972-01-01","#NA",35435,"2529210000","10"
7609,35439,"2529220000","80","Containing by weight more than 97 % of calcium fluoride","1972-01-01","#NA",35435,"2529210000","10"
7610,35442,"2529300000","80","Leucite; nepheline and nepheline syenite","1972-01-01","#NA",35433,"2529000000","80"
7611,35443,"2530000000","80","Mineral substances not elsewhere specified or included","1972-01-01","#NA",35296,"2500000000","80"
7612,35444,"2530100000","80","Vermiculite, perlite and chlorites, unexpanded","1972-01-01","#NA",35443,"2530000000","80"
